ts,area1,area2
2018-10-26 08:48:00,347104.0961936968,673293.7588096713
2018-10-26 08:49:00,347104.3092097064,673294.3757167665
2018-10-26 08:50:00,347104.5260345488,673294.99311626
2018-10-26 08:51:00,347104.7296819296,673295.5845062864
2018-10-26 08:52:00,347104.9574352136,673296.174296
2018-10-26 08:53:00,347105.1770838312,673296.7696226096
2018-10-26 08:54:00,347105.3978401984,673297.364471872
2018-10-26 08:55:00,347105.6341347952,673297.964779504
2018-10-26 08:56:00,347105.8537467744,673298.6236484376
2018-10-26 08:57:00,347106.083642648,673299.2908654968
2018-10-26 08:58:00,347106.3177358184,673299.9838223105
2018-10-26 08:59:00,347106.5457114904,673300.698338996
2018-10-26 09:00:00,347106.7916982472,673301.4256135257
2018-10-26 09:01:00,347107.0197124592,673302.0820489024
2018-10-26 09:02:00,347107.2355951368,673302.746052156
2018-10-26 09:03:00,347107.4389889312,673303.4118781319
2018-10-26 09:04:00,347107.6686453592,673304.0895523009
2018-10-26 09:05:00,347107.8784808656,673304.7559150591
2018-10-26 09:06:00,347108.1164722296,673305.4379686239
2018-10-26 09:07:00,347108.3631065376,673306.048766616
2018-10-26 09:08:00,347108.6029284384,673306.6325125064
2018-10-26 09:09:00,347108.8192855032,673307.1673782072
2018-10-26 09:22:00,347111.7770955456,673315.8427363208
2018-10-26 09:23:00,347111.9212588896,673316.3139290832
2018-10-26 09:24:00,347112.2618974136,673317.3549743056
2018-10-26 09:25:00,347112.5288707056,673318.0864288736
2018-10-26 09:26:00,347112.7981494896,673318.8098655295
2018-10-26 09:27:00,347113.0702263032,673319.5394310408
2018-10-26 09:28:00,347113.3394111953,673320.2429994816
2018-10-26 09:29:00,347113.6465870024,673320.8960768792
2018-10-26 09:30:00,347113.9282612216,673321.5433104665
2018-10-26 09:31:00,347114.2145906768,673322.1938898297
2018-10-26 09:32:00,347114.4816322736,673322.8276075657
2018-10-26 09:33:00,347114.7401187648,673323.4797710904
2018-10-26 09:34:00,347114.9856441128,673324.0862815129
2018-10-26 09:35:00,347115.242880428,673324.705801884
2018-10-26 09:36:00,347115.4960461128,673325.3598546408
2018-10-26 09:37:00,347115.7360169097,673326.015153576
2018-10-26 09:38:00,347115.9744453127,673326.6869126847
2018-10-26 09:39:00,347116.215908952,673327.3475475871
2018-10-26 09:40:00,347116.4494230304,673327.9842086408
2018-10-26 09:41:00,347116.6666485528,673328.6246536808
2018-10-26 09:42:00,347116.9019185392,673329.2642662472
2018-10-26 09:43:00,347117.1431157808,673329.9587077072
2018-10-26 09:44:00,347117.3731771664,673330.6663955464
2018-10-26 09:45:00,347117.6174918872,673331.3692188928
2018-10-26 09:46:00,347117.8552445848,673332.0476344273
2018-10-26 09:47:00,347118.0949940432,673332.7286363736
2018-10-26 09:48:00,347118.3339234912,673333.3973510031
2018-10-26 09:49:00,347118.5763341472,673334.0392845416
2018-10-26 09:50:00,347118.812690728,673334.6914949216
2018-10-26 09:51:00,347119.0794492256,673335.3397535584
2018-10-26 09:52:00,347119.358260504,673335.993409072
2018-10-26 09:53:00,347119.6356051568,673336.6690886216
2018-10-26 09:54:00,347119.9178965024,673337.3644889753
2018-10-26 09:55:00,347120.1897907968,673338.0435622495
2018-10-26 09:56:00,347120.4706031648,673338.7414304304
2018-10-26 09:57:00,347120.742561032,673339.4616107752
2018-10-26 09:58:00,347121.0097325664,673340.1600277913
2018-10-26 09:59:00,347121.2657499256,673340.8776907016
2018-10-26 10:00:00,347121.5309539232,673341.5715097256
2018-10-26 10:01:00,347121.7808696832,673342.2640192407
2018-10-26 10:02:00,347122.016532784,673342.9244411088
2018-10-26 10:03:00,347122.2715555208,673343.5556769463
2018-10-26 10:04:00,347122.5211897696,673344.1883065487
2018-10-26 10:05:00,347122.7713513536,673344.8014647705
2018-10-26 10:06:00,347123.0279876888,673345.3992200015
2018-10-26 10:07:00,347123.267978612,673346.0602801009
2018-10-26 10:08:00,347123.5122777552,673346.7071771433
2018-10-26 10:09:00,347123.7733313401,673347.4063981152
2018-10-26 10:10:00,347124.0311223168,673348.1725432945
2018-10-26 10:11:00,347124.2711952176,673348.9393277257
2018-10-26 10:12:00,347124.550767828,673349.6657510608
2018-10-26 10:13:00,347124.8373266392,673350.3660232463
2018-10-26 10:14:00,347125.11509042,673351.0675955737
2018-10-26 10:15:00,347125.3992175328,673351.7618319512
2018-10-26 10:16:00,347125.668692564,673352.4721103904
2018-10-26 10:17:00,347125.908606488,673353.1539189416
2018-10-26 10:18:00,347126.1552593088,673353.7938701952
2018-10-26 10:19:00,347126.4123687848,673354.4202682648
2018-10-26 10:20:00,347126.6698799992,673355.0356265808
2018-10-26 10:21:00,347126.913133092,673355.6636078568
2018-10-26 10:22:00,347127.160809132,673356.2907403224
2018-10-26 10:23:00,347127.4323862528,673356.9403117832
2018-10-26 10:24:00,347127.6886716648,673357.611218124
2018-10-26 10:25:00,347127.9526705327,673358.2580766919
2018-10-26 10:26:00,347128.2176902936,673358.917026532
2018-10-26 10:27:00,347128.4799432976,673359.5991952961
2018-10-26 10:28:00,347128.7395678104,673360.2774056961
2018-10-26 10:29:00,347129.022270656,673360.9624980199
2018-10-26 10:30:00,347129.2585158784,673361.6887071121
2018-10-26 10:31:00,347129.5288959744,673362.4511913577
2018-10-26 10:32:00,347129.7754329592,673363.2048771257
2018-10-26 10:33:00,347130.0145035536,673363.9530577479
2018-10-26 10:34:00,347130.2689051623,673364.68361048
2018-10-26 10:35:00,347130.536541332,673365.3804884537
2018-10-26 10:36:00,347130.8138640328,673366.0478175087
2018-10-26 10:37:00,347131.0901663296,673366.7249743377
2018-10-26 10:38:00,347131.3580637712,673367.4227091408
2018-10-26 10:39:00,347131.6178088064,673368.0959742472
2018-10-26 10:40:00,347131.8643947105,673368.786523972
2018-10-26 10:41:00,347132.1021403976,673369.4394065159
2018-10-26 10:42:00,347132.339999816,673370.08801726
2018-10-26 10:43:00,347132.592220688,673370.7480556489
2018-10-26 10:44:00,347132.8211286896,673371.3526901904
2018-10-26 10:45:00,347133.0431002408,673371.9474250647
2018-10-26 10:46:00,347133.2676966912,673372.538976424
2018-10-26 10:47:00,347133.4951963624,673373.1357294704
2018-10-26 10:48:00,347133.7133461632,673373.74664072
2018-10-26 10:49:00,347133.9255399256,673374.3511953552
2018-10-26 10:50:00,347134.1429524352,673374.9481346025
2018-10-26 10:51:00,347134.385510272,673375.5631190672
2018-10-26 10:52:00,347134.6384143568,673376.2072040752
2018-10-26 10:53:00,347134.9117084104,673376.8961273624
2018-10-26 10:54:00,347135.185710572,673377.581486616
2018-10-26 10:55:00,347135.4691013504,673378.2629464231
2018-10-26 10:56:00,347135.7480042688,673378.9600763144
2018-10-26 10:57:00,347136.0349291192,673379.6164895961
2018-10-26 10:58:00,347136.3338509216,673380.2444629497
2018-10-26 10:59:00,347136.643205764,673380.8883750592
2018-10-26 11:00:00,347136.9413171801,673381.5248582297
2018-10-26 11:01:00,347137.2507545192,673382.1172291056
2018-10-26 11:02:00,347137.5228823824,673382.7223654249
2018-10-26 11:03:00,347137.7862751624,673383.3282436983
2018-10-26 11:04:00,347138.0442136856,673383.9476832536
2018-10-26 11:05:00,347138.3052862232,673384.5249083528
2018-10-26 11:06:00,347138.5387874817,673385.0804441177
2018-10-26 11:07:00,347138.7692285104,673385.6391195592
2018-10-26 11:08:00,347138.8620157648,673385.8807229368
2018-10-26 11:10:00,,673387.1268113048
2018-10-26 11:12:00,347139.8381793296,
2018-10-26 11:19:00,347141.5359211792,673393.1821687456
2018-10-26 11:20:00,347141.782622544,673393.8111701097
2018-10-26 11:21:00,347142.0223879976,673394.453472404
2018-10-26 11:22:00,347142.2754048776,673395.1127358729
2018-10-26 11:23:00,347142.5505124952,673395.7112956664
2018-10-26 11:24:00,347142.8198552928,673396.2520852321
2018-10-26 11:25:00,347143.0767112104,673396.8271242791
2018-10-26 11:26:00,347143.3259815792,673397.3602558088
2018-10-26 11:27:00,347143.569432368,673397.9151256664
2018-10-26 11:28:00,347143.8125254488,673398.4652612736
2018-10-26 11:29:00,347144.0380993272,673399.0930166879
2018-10-26 11:30:00,347144.289442676,673399.7039598264
2018-10-26 11:31:00,347144.5243919048,673400.3105060073
2018-10-26 11:32:00,347144.7551851096,673400.9463641783
2018-10-26 11:33:00,347145.0037834416,673401.5575044312
2018-10-26 11:34:00,347145.2493976608,673402.1776509208
2018-10-26 11:35:00,347145.492065728,673402.8310403111
2018-10-26 11:36:00,347145.7436664857,673403.487627892
2018-10-26 11:37:00,347145.9948449768,673404.1176435096
2018-10-26 11:38:00,347146.232962656,673404.7810753497
2018-10-26 11:39:00,347146.49700114,673405.4424962001
2018-10-26 11:40:00,347146.7552168712,673406.066640616
2018-10-26 11:41:00,347147.0477545416,673406.717534152
2018-10-26 11:42:00,347147.328960044,673407.3953805465
2018-10-26 11:43:00,347147.6055667464,673408.0664408361
2018-10-26 11:44:00,347147.8904772208,673408.7103616897
2018-10-26 11:45:00,347148.1795522504,673409.3770633824
2018-10-26 11:46:00,347148.477817604,673410.0643904039
2018-10-26 11:47:00,347148.7824415496,673410.7605916368
2018-10-26 11:48:00,347149.0752271096,673411.4596277224
2018-10-26 11:49:00,347149.1972650912,673411.8122594592
2018-10-26 11:51:00,347149.890790052,673413.4542502456
2018-10-26 11:52:00,347150.1906857816,673414.1612079991
2018-10-26 11:53:00,347150.2075987728,673414.2519100192
2018-10-26 11:54:00,347150.8122140073,673415.4409451664
2018-10-26 11:55:00,347151.1454081944,673416.0889973313
2018-10-26 11:56:00,347151.4100249216,673416.6148863712
2018-10-26 11:57:00,347151.7891785128,673417.3809933568
2018-10-26 11:58:00,347152.112435132,673418.0385425744
2018-10-26 11:59:00,347152.4409215152,673418.7143808088
2018-10-26 12:00:00,347152.7505262912,673419.4047277815
2018-10-26 12:01:00,347153.0589966216,673420.0968868191
2018-10-26 12:02:00,347153.3521851831,673420.7755917384
2018-10-26 12:03:00,347153.648591848,673421.4561340064
2018-10-26 12:04:00,347153.9056456008,673422.1803301001
2018-10-26 12:05:00,347154.1686055688,673422.8913686976
2018-10-26 12:06:00,347154.4249770601,673423.558367628
2018-10-26 12:07:00,347154.6898508264,673424.2403387567
2018-10-26 12:08:00,347154.9426857856,673424.9183577584
2018-10-26 12:09:00,347155.2186844152,673425.5447007561
2018-10-26 12:10:00,347155.5394750416,673426.1677107832
2018-10-26 12:11:00,347155.8579416048,673426.7863036393
2018-10-26 12:12:00,347156.1616976112,673427.4259074111
2018-10-26 12:13:00,347156.4453103296,673428.0506915248
2018-10-26 12:14:00,347156.7085130632,673428.674346224
2018-10-26 12:15:00,347156.9580192089,673429.3085699624
2018-10-26 12:16:00,347157.1780334568,673429.8986132968
2018-10-26 12:17:00,347157.4147782977,673430.5407864449
2018-10-26 12:18:00,347157.6528110832,673431.1818970112
2018-10-26 12:19:00,347157.8973035936,673431.8244409177
2018-10-26 12:20:00,347158.12580274,673432.4607460593
2018-10-26 12:21:00,347158.3751577712,673433.1210294728
2018-10-26 12:22:00,347158.62929502,673433.7266980641
2018-10-26 12:23:00,347158.9198972688,673434.3462576224
2018-10-26 12:24:00,347159.187230172,673434.9696809544
2018-10-26 12:25:00,347159.4344787816,673435.601869492
2018-10-26 12:26:00,347159.673283472,673436.2166939849
2018-10-26 12:27:00,347159.9052904488,673436.8234774512
2018-10-26 12:28:00,347160.123022084,673437.4320324785
2018-10-26 12:29:00,347160.3539893928,673438.120852136
2018-10-26 12:30:00,347160.6216223024,673438.7732418961
2018-10-26 12:31:00,347160.862313936,673439.416854312
2018-10-26 12:32:00,347161.142228288,673440.0783653577
2018-10-26 12:33:00,347161.4603160168,673440.7335204296
2018-10-26 12:34:00,347161.7614872472,673441.3717476631
2018-10-26 12:35:00,347162.0421168152,673441.9740556689
2018-10-26 12:36:00,347162.314749232,673442.5789138896
2018-10-26 12:37:00,347162.6028870688,673443.1775645713
2018-10-26 12:38:00,347162.8700375544,673443.7750889064
2018-10-26 12:39:00,347163.1507453152,673444.4052641871
2018-10-26 12:40:00,347163.4167497976,673445.0361985096
2018-10-26 12:41:00,347163.6900971456,673445.6647536312
2018-10-26 12:42:00,347164.0026389944,673446.2915064441
2018-10-26 12:43:00,347164.3209448776,673446.8752002113
2018-10-26 12:44:00,347164.5950146865,673447.4796392296
2018-10-26 12:45:00,347164.8699756376,673448.0970713104
2018-10-26 12:46:00,347165.1411129377,673448.7035664537
2018-10-26 12:47:00,347165.4138971392,673449.3535956328
2018-10-26 12:48:00,347165.7009633928,673450.0374009439
2018-10-26 12:49:00,347165.9464522328,673450.7077677824
2018-10-26 12:50:00,347166.2002204624,673451.3845413647
2018-10-26 12:51:00,347166.4467658568,673452.00991408
2018-10-26 12:52:00,347166.6706696968,673452.6957881864
2018-10-26 12:53:00,347166.9244038888,673453.3850798825
2018-10-26 12:54:00,347167.1958263681,673454.0850035249
2018-10-26 12:55:00,347167.5106717728,673454.7943758616
2018-10-26 12:56:00,347167.7980392336,673455.4997605217
2018-10-26 12:57:00,347168.022957568,673456.162518976
2018-10-26 12:58:00,347168.2789940184,673456.8186393168
2018-10-26 12:59:00,347168.526646948,673457.475618548
2018-10-26 13:00:00,347168.7684932064,673458.1350452848
2018-10-26 13:01:00,347169.010626812,673458.8092730072
2018-10-26 13:02:00,347169.2197706288,673459.4371907656
2018-10-26 13:03:00,347169.4645839696,673460.0933816097
2018-10-26 13:04:00,347169.6987598176,673460.7323058568
2018-10-26 13:05:00,347169.9361154704,673461.3579786367
2018-10-26 13:06:00,347170.1790048128,673461.9398382008
2018-10-26 13:07:00,347170.418211044,673462.5213135408
2018-10-26 13:08:00,347170.6498714047,673463.0685601312
2018-10-26 13:09:00,347170.901023976,673463.6352427904
2018-10-26 13:10:00,347171.1963175216,673464.2380242761
2018-10-26 13:11:00,347171.4976354992,673464.8579859392
2018-10-26 13:12:00,347171.7561372704,673465.4694183344
2018-10-26 13:13:00,347172.012134248,673466.0659254896
2018-10-26 13:14:00,347172.2636200424,673466.697470112
2018-10-26 13:15:00,347172.5182285856,673467.3387887377
2018-10-26 13:16:00,347172.7718995911,673467.956020536
2018-10-26 13:17:00,347173.0245473536,673468.6253231833
2018-10-26 13:18:00,347173.2691951176,673469.2897008272
2018-10-26 13:19:00,347173.5326825648,673469.9700467425
2018-10-26 13:20:00,347173.7958756952,673470.6908685135
2018-10-26 13:21:00,347174.0624008232,673471.41673058
2018-10-26 13:22:00,347174.3187323072,673472.1454430816
2018-10-26 13:23:00,347174.5898265736,673472.8414171679
2018-10-26 13:24:00,347174.8830675144,673473.5326213056
2018-10-26 13:25:00,347175.1578220488,673474.2436899703
2018-10-26 13:26:00,347175.4067016784,673474.9515739017
2018-10-26 13:27:00,347175.6734933464,673475.7014146575
2018-10-26 13:28:00,347175.9560467168,673476.4136726392
2018-10-26 13:29:00,347176.234446008,673477.0864106215
2018-10-26 13:30:00,347176.4998650472,673477.7606998847
2018-10-26 13:31:00,347176.7732103113,673478.4180895488
2018-10-26 13:32:00,347177.035748528,673479.0346145312
2018-10-26 13:33:00,347177.310552416,673479.6021016376
2018-10-26 13:34:00,347177.6037132112,673480.1628595201
2018-10-26 13:35:00,347177.9069850104,673480.7488844176
2018-10-26 13:36:00,347178.216085252,673481.3203212505
2018-10-26 13:37:00,347178.484572892,673481.9365891623
2018-10-26 13:38:00,347178.712673508,673482.5439036152
2018-10-26 13:39:00,347178.9330886104,673483.1441781888
2018-10-26 13:40:00,347179.1454036264,673483.7609322936
2018-10-26 13:41:00,347179.3753945096,673484.3957002232
2018-10-26 13:42:00,347179.5972224008,673485.0730973545
2018-10-26 13:43:00,347179.8115901776,673485.746814664
2018-10-26 13:44:00,347180.0497440312,673486.4525372969
2018-10-26 13:45:00,347180.291053984,673487.1401341561
2018-10-26 13:46:00,347180.5295326848,673487.8153153744
2018-10-26 13:47:00,347180.7827894752,673488.4536604545
2018-10-26 13:48:00,347181.024750108,673489.1148430369
2018-10-26 13:49:00,347181.289430176,673489.7712704337
2018-10-26 13:50:00,347181.5417317296,673490.4142256177
2018-10-26 13:51:00,347181.7496026016,673491.0797272032
2018-10-26 13:52:00,347181.9776209512,673491.7256202552
2018-10-26 13:53:00,347182.1893239864,673492.4152931
2018-10-26 13:54:00,347182.3856512048,673493.0942711969
2018-10-26 13:55:00,347182.6109779496,673493.8499208369
2018-10-26 13:56:00,347182.8358314,673494.5488936215
2018-10-26 13:57:00,347183.071728732,673495.2447863696
2018-10-26 13:58:00,347183.2985715136,673495.9178292544
2018-10-26 13:59:00,347183.5281140288,673496.5890125168
2018-10-26 14:00:00,347183.7651576488,673497.2729675992
2018-10-26 14:01:00,347184.0206686744,673497.9552707912
2018-10-26 14:02:00,347184.2842554496,673498.625082596
2018-10-26 14:03:00,347184.5122956656,673499.2538847177
2018-10-26 14:04:00,347184.7355304744,673499.903844292
2018-10-26 14:05:00,347184.9677887944,673500.5515296055
2018-10-26 14:06:00,347185.195103984,673501.156388732
2018-10-26 14:07:00,347185.4122505608,673501.7487872177
2018-10-26 14:08:00,347185.6343518536,673502.3448870119
2018-10-26 14:09:00,347185.8806417296,673502.9488301121
2018-10-26 14:10:00,347186.125966556,673503.5633056047
2018-10-26 14:11:00,347186.3803003361,673504.1757876648
2018-10-26 14:12:00,347186.6480993768,673504.8243598352
2018-10-26 14:13:00,347186.9478633464,673505.5159655217
2018-10-26 14:14:00,347187.2484317896,673506.2151460816
2018-10-26 14:15:00,347187.5152446185,673506.9123351575
2018-10-26 14:16:00,347187.7666980856,673507.6086343329
2018-10-26 14:17:00,347188.0164445,673508.318564672
2018-10-26 14:18:00,347188.2536905136,673509.0352668137
2018-10-26 14:19:00,347188.4774180504,673509.7183251776
2018-10-26 14:20:00,347188.7198857048,673510.4056836048
2018-10-26 14:21:00,347188.9716865736,673511.1062101072
2018-10-26 14:22:00,347189.2262685664,673511.7883346304
2018-10-26 14:23:00,347189.4843404584,673512.4574546751
2018-10-26 14:24:00,347189.7245350592,673513.0988975889
2018-10-26 14:25:00,347190.0196576776,673513.7587912056
2018-10-26 14:26:00,347190.302119428,673514.4319553488
2018-10-26 14:27:00,347190.526080256,673515.1122963353
2018-10-26 14:28:00,347190.7555586736,673515.8133806488
2018-10-26 14:29:00,347190.975874212,673516.5096159951
2018-10-26 14:30:00,347191.2047563664,673517.216855736
2018-10-26 14:31:00,347191.471470544,673517.949614908
2018-10-26 14:32:00,347191.7418177096,673518.5983929512
2018-10-26 14:33:00,347192.0129425992,673519.2402512856
2018-10-26 14:34:00,347192.3079629072,673519.8597519513
2018-10-26 14:35:00,347192.5892685064,673520.4339942784
2018-10-26 14:36:00,347192.8754032544,673521.0264923953
2018-10-26 14:37:00,347193.1700656744,673521.6093171015
2018-10-26 14:38:00,347193.475632392,673522.1834936865
2018-10-26 14:39:00,347193.7461864016,673522.7610413528
2018-10-26 14:40:00,347193.9938469608,673523.361287996
2018-10-26 14:41:00,347194.2577305224,673523.9559446992
2018-10-26 14:42:00,347194.5184176056,673524.58261922
2018-10-26 14:43:00,347194.7584933672,673525.2768296072
2018-10-26 14:44:00,347195.0129021728,673526.0150836696
2018-10-26 14:45:00,347195.2607210648,673526.7255524407
2018-10-26 14:46:00,347195.507354692,673527.4580642473
2018-10-26 14:47:00,347195.7603746608,673528.1630078224
2018-10-26 14:48:00,347196.0261356512,673528.8692885505
2018-10-26 14:49:00,347196.322342224,673529.5692804088
2018-10-26 14:50:00,347196.5839501912,673530.2532653288
2018-10-26 14:51:00,347196.81029304,673530.9523742471
2018-10-26 14:52:00,347197.0502673112,673531.6005742
2018-10-26 14:53:00,347197.29309322,673532.2896654495
2018-10-26 14:54:00,347197.5318244256,673532.9895603376
2018-10-26 14:55:00,347197.7691433592,673533.6762472432
2018-10-26 14:56:00,347198.0301333016,673534.3958967031
2018-10-26 14:57:00,347198.3147617192,673535.142781612
2018-10-26 14:58:00,347198.597664108,673535.8170438329
