ts,area1,area2
2018-10-26 14:59:00,347198.8995657432,673536.4863541296
2018-10-26 15:00:00,347199.1875659616,673537.1825717912
2018-10-26 15:01:00,347199.4658998,673537.8425365824
2018-10-26 15:02:00,347199.7806101688,673538.5024909473
2018-10-26 15:03:00,347200.0862876384,673539.1318912496
2018-10-26 15:04:00,347200.3481176568,673539.7398802872
2018-10-26 15:05:00,347200.6311444568,673540.3704757072
2018-10-26 15:06:00,347200.9014660272,673540.9814424104
2018-10-26 15:07:00,347201.1888714808,673541.613468936
2018-10-26 15:08:00,347201.4681055656,673542.2477839497
2018-10-26 15:09:00,347201.7423660361,673542.9029436368
2018-10-26 15:10:00,347202.0365346752,673543.5603605552
2018-10-26 15:11:00,347202.3098374504,673544.2200769895
2018-10-26 15:12:00,347202.5403002552,673544.8627645776
2018-10-26 15:13:00,347202.784588888,673545.4954084848
2018-10-26 15:14:00,347203.028524128,673546.1575763704
2018-10-26 15:15:00,347203.3274264424,673546.8090993896
2018-10-26 15:16:00,347203.6324389136,673547.4642567672
2018-10-26 15:17:00,347203.8920045032,673548.1546127984
2018-10-26 15:18:00,347204.1511322904,673548.8110958391
2018-10-26 15:19:00,347204.4224009112,673549.4663799208
2018-10-26 15:20:00,347204.7010541848,673550.1006383144
2018-10-26 15:21:00,347204.9891665048,673550.7676515009
2018-10-26 15:22:00,347205.2633427897,673551.4183089344
2018-10-26 15:23:00,347205.5424994064,673552.0322678552
2018-10-26 15:24:00,347205.7992702792,673552.693054256
2018-10-26 15:25:00,347206.0433156328,673553.3446775351
2018-10-26 15:26:00,347206.30454628,673553.9822922113
2018-10-26 15:27:00,347206.5625268384,673554.6335826025
2018-10-26 15:28:00,347206.87571856,673555.2722454608
2018-10-26 15:29:00,347207.1733457464,673555.9123491225
2018-10-26 15:30:00,347207.4450107952,673556.568092408
2018-10-26 15:31:00,347207.7171157288,673557.1631492641
2018-10-26 15:32:00,347207.9841253232,673557.757162108
2018-10-26 15:33:00,347208.2603939744,673558.32017392
2018-10-26 15:34:00,347208.5259900576,673558.898186028
2018-10-26 15:35:00,347208.7897031104,673559.4737522448
2018-10-26 15:36:00,347209.050151188,673560.0730574296
2018-10-26 15:37:00,347209.29725334,673560.7186209512
2018-10-26 15:38:00,347209.5262064184,673561.3728159064
2018-10-26 15:39:00,347209.7626368448,673562.0305066176
2018-10-26 15:40:00,347210.0018370832,673562.7353490192
2018-10-26 15:41:00,347210.2603892144,673563.4132086864
2018-10-26 15:42:00,347210.53357156,673564.1261727664
2018-10-26 15:43:00,347210.8030571888,673564.8599505104
2018-10-26 15:44:00,347211.0364531864,673565.5817859631
2018-10-26 15:45:00,347211.2763043272,673566.2866568177
2018-10-26 15:46:00,347211.5289282296,673566.9730794897
2018-10-26 15:47:00,347211.8034614992,673567.5899732936
2018-10-26 15:48:00,347212.0809392944,673568.2147963992
2018-10-26 15:49:00,347212.361944776,673568.825640616
2018-10-26 15:50:00,347212.6076340568,673569.4640377776
2018-10-26 15:51:00,347212.8560143664,673570.1107076593
2018-10-26 15:52:00,347213.1057636304,673570.765785352
2018-10-26 15:53:00,347213.3525893376,673571.4036832785
2018-10-26 15:54:00,347213.6096877016,673572.0458011088
2018-10-26 15:55:00,347213.8679062992,673572.7210556384
2018-10-26 15:56:00,347214.1433820544,673573.3978260409
2018-10-26 15:57:00,347214.4384736184,673574.0850243344
2018-10-26 15:58:00,347214.6942793448,673574.6756204223
2018-10-26 15:59:00,347214.9299326136,673575.2445561064
2018-10-26 16:00:00,347215.1701480057,673575.802383492
2018-10-26 16:01:00,347215.3820641688,673576.3700106911
2018-10-26 16:02:00,347215.6082132192,673576.9307238369
2018-10-26 16:03:00,347215.8235306928,673577.5035664745
2018-10-26 16:04:00,347216.0402376216,673578.0638519216
2018-10-26 16:05:00,347216.2534865408,673578.6399661504
2018-10-26 16:06:00,347216.4562221776,673579.2468877848
2018-10-26 16:07:00,347216.6978261496,673579.8689790281
2018-10-26 16:08:00,347216.9477058336,673580.5284606592
2018-10-26 16:09:00,347217.1804403872,673581.1980974305
2018-10-26 16:10:00,347217.3964751752,673581.8709599808
2018-10-26 16:11:00,347217.6211891968,673582.5393659463
2018-10-26 16:12:00,347217.8553857128,673583.1849729896
2018-10-26 16:13:00,347218.0755984552,673583.8378881264
2018-10-26 16:14:00,347218.3021704864,673584.47909518
2018-10-26 16:15:00,347218.545029748,673585.1241485577
2018-10-26 16:16:00,347218.7580183624,673585.780224684
2018-10-26 16:17:00,347218.9776800768,673586.4198753496
2018-10-26 16:18:00,347219.2121050696,673587.054380828
2018-10-26 16:19:00,347219.4459737288,673587.703338136
2018-10-26 16:20:00,347219.6991561344,673588.3590751248
2018-10-26 16:21:00,347219.9647266672,673589.0561737145
2018-10-26 16:22:00,347220.2373454552,673589.7201435064
2018-10-26 16:23:00,347220.4658644592,673590.3534976897
2018-10-26 16:24:00,347220.6758037544,673590.989697244
2018-10-26 16:25:00,347220.9047014968,673591.6209390239
2018-10-26 16:26:00,347221.1380965632,673592.2612274736
2018-10-26 16:27:00,347221.3862401784,673592.8692715263
2018-10-26 16:28:00,347221.6449873216,673593.4676389088
2018-10-26 16:29:00,347221.8535042536,673594.1053530673
2018-10-26 16:30:00,347222.0763812664,673594.734845412
2018-10-26 16:31:00,347222.2995862568,673595.3571990024
2018-10-26 16:32:00,347222.5280581168,673595.9995128192
2018-10-26 16:33:00,347222.7786503633,673596.6420823016
2018-10-26 16:34:00,347223.0278385768,673597.2644985112
2018-10-26 16:35:00,347223.3285441264,673597.9002451209
2018-10-26 16:36:00,347223.650275016,673598.5229894129
2018-10-26 16:37:00,347223.9838194624,673599.2070744664
2018-10-26 16:38:00,347224.2791432608,673599.8894496112
2018-10-26 16:39:00,347224.5486563536,673600.5463594656
2018-10-26 16:40:00,347224.826669692,673601.2135591304
2018-10-26 16:41:00,347225.1069983968,673601.8677964953
2018-10-26 16:42:00,347225.3889779216,673602.5283493993
2018-10-26 16:43:00,347225.6651234112,673603.1861022487
2018-10-26 16:44:00,347225.9366064527,673603.821364936
2018-10-26 16:45:00,347226.2114240256,673604.4888760848
2018-10-26 16:46:00,347226.4825265472,673605.1336449768
2018-10-26 16:47:00,347226.7277380344,673605.7824085512
2018-10-26 16:48:00,347227.0217280832,673606.464428968
2018-10-26 16:49:00,347227.3247997152,673607.1329366777
2018-10-26 16:50:00,347227.5801173216,673607.8040366631
2018-10-26 16:51:00,347227.8381181048,673608.4986334761
2018-10-26 16:52:00,347228.0939042368,673609.2129573728
2018-10-26 16:53:00,347228.3514057248,673609.906612244
2018-10-26 16:54:00,347228.6017144689,673610.6226024801
2018-10-26 16:55:00,347228.8507061296,673611.2925019816
2018-10-26 16:56:00,347229.1021304904,673611.9437123623
2018-10-26 16:57:00,347229.3620013985,673612.5525615064
2018-10-26 16:58:00,347229.6815802752,673613.1652341336
2018-10-26 16:59:00,347230.003584264,673613.7719387272
2018-10-26 17:00:00,347230.2694052904,673614.3638616
2018-10-26 17:01:00,347230.5258231368,673614.968974364
2018-10-26 17:02:00,347230.7707422856,673615.6177474448
2018-10-26 17:03:00,347231.0105955816,673616.2337216713
2018-10-26 17:04:00,347231.2195544472,673616.9027803241
2018-10-26 17:05:00,347231.430641716,673617.5771378503
2018-10-26 17:06:00,347231.6358192448,673618.2415598407
2018-10-26 17:07:00,347231.8456928288,673618.946703136
2018-10-26 17:08:00,347232.0549956656,673619.6068418312
2018-10-26 17:09:00,347232.2585171896,673620.2975933903
2018-10-26 17:10:00,347232.4835369216,673620.9413078512
2018-10-26 17:11:00,347232.737124084,673621.585896428
2018-10-26 17:12:00,347232.9795852984,673622.2777532216
2018-10-26 17:13:00,347233.1987069944,673622.9401004632
2018-10-26 17:14:00,347233.434363356,673623.628585776
2018-10-26 17:15:00,347233.6661946097,673624.3229636697
2018-10-26 17:16:00,347233.9152567816,673625.0423454024
2018-10-26 17:17:00,347234.1509055384,673625.755122808
2018-10-26 17:18:00,347234.3815557344,673626.4753740191
2018-10-26 17:19:00,347234.642973772,673627.1758238081
2018-10-26 17:20:00,347234.9009882992,673627.8524833871
2018-10-26 17:21:00,347235.1687525984,673628.4850149464
2018-10-26 17:22:00,347235.4749613344,673629.0663067696
2018-10-26 17:23:00,347235.8004624457,673629.670700808
2018-10-26 17:24:00,347236.1235954656,673630.2628450447
2018-10-26 17:25:00,347236.393635008,673630.8587885097
2018-10-26 17:26:00,347236.6496305024,673631.4910055936
2018-10-26 17:27:00,347236.9013795936,673632.1173076617
2018-10-26 17:28:00,347237.1519058712,673632.7682360776
2018-10-26 17:29:00,347237.4054460648,673633.4312372048
2018-10-26 17:30:00,347237.6492366793,673634.1170324424
2018-10-26 17:31:00,347237.9136492872,673634.7996771728
2018-10-26 17:32:00,347238.1752553968,673635.5012575568
2018-10-26 17:33:00,347238.4059405544,673636.1667679959
2018-10-26 17:34:00,347238.6557870192,673636.8637243712
2018-10-26 17:35:00,347238.9229083936,673637.5310239032
2018-10-26 17:36:00,347239.1956315736,673638.2258188521
2018-10-26 17:37:00,347239.4736932392,673638.8878962544
2018-10-26 17:38:00,347239.7321145344,673639.5405332184
2018-10-26 17:39:00,347239.9639732568,673640.2144054896
2018-10-26 17:40:00,347240.1752049928,673640.8916483929
2018-10-26 17:41:00,347240.3789181224,673641.5985436352
2018-10-26 17:42:00,347240.601045668,673642.3023275592
2018-10-26 17:43:00,347240.8409830001,673643.030599404
2018-10-26 17:44:00,347241.0627735928,673643.715429372
2018-10-26 17:45:00,347241.3002990464,673644.3839141049
2018-10-26 17:46:00,347241.537054476,673645.0367539345
2018-10-26 17:47:00,347241.7818963448,673645.7069736233
2018-10-26 17:48:00,347242.0270478512,673646.3729451279
2018-10-26 17:49:00,347242.3049615504,673647.0354383616
2018-10-26 17:50:00,347242.5840091384,673647.6909264232
2018-10-26 17:51:00,347242.833103632,673648.3101909576
2018-10-26 17:52:00,347243.0589158984,673648.9350238888
2018-10-26 17:53:00,347243.2810395432,673649.5583782623
2018-10-26 17:54:00,347243.4947900641,673650.1931987216
2018-10-26 17:55:00,347243.7246403496,673650.8802207472
2018-10-26 17:56:00,347243.9463112752,673651.5529015473
2018-10-26 17:57:00,347244.1787777384,673652.1815481576
2018-10-26 17:58:00,347244.4024076192,673652.8505231255
2018-10-26 17:59:00,347244.6367391328,673653.5077438321
2018-10-26 18:00:00,347244.8693502952,673654.2141797392
2018-10-26 18:01:00,347245.0983549152,673654.9044341897
2018-10-26 18:02:00,347245.3629339137,673655.5832330737
2018-10-26 18:03:00,347245.6389790776,673656.2730961057
2018-10-26 18:04:00,347245.8837808977,673656.9954649679
2018-10-26 18:05:00,347246.123734524,673657.694398008
2018-10-26 18:06:00,347246.3632988488,673658.3730041864
2018-10-26 18:07:00,347246.597087276,673659.0267758816
2018-10-26 18:08:00,347246.8447630784,673659.7057610697
2018-10-26 18:09:00,347247.1099436136,673660.3549926472
2018-10-26 18:10:00,347247.3716899512,673660.9907709424
2018-10-26 18:11:00,347247.6512157104,673661.5915495241
2018-10-26 18:12:00,347247.9412899048,673662.1970359737
2018-10-26 18:13:00,347248.2281952632,673662.7955227495
2018-10-26 18:14:00,347248.507570752,673663.4022664791
2018-10-26 18:15:00,347248.8083685256,673663.9905405176
2018-10-26 18:16:00,347249.1383621128,673664.6477251992
2018-10-26 18:17:00,347249.4119111696,673665.2631222112
2018-10-26 18:18:00,347249.6747087216,673665.8642043616
2018-10-26 18:19:00,347249.9289878536,673666.4795911424
2018-10-26 18:20:00,347250.1824601696,673667.1176268735
2018-10-26 18:21:00,347250.4310592737,673667.7486283567
2018-10-26 18:22:00,347250.6864044616,673668.3786032152
2018-10-26 18:23:00,347250.9337996249,673669.0353926456
2018-10-26 18:24:00,347251.1604957617,673669.7253511543
2018-10-26 18:25:00,347251.4073599104,673670.4247113881
2018-10-26 18:26:00,347251.648570628,673671.1038915945
2018-10-26 18:27:00,347251.8792212352,673671.7994581752
2018-10-26 18:28:00,347252.1441978512,673672.5049389233
2018-10-26 18:29:00,347252.4335281369,673673.2421961096
2018-10-26 18:30:00,347252.7187281961,673673.9548692841
2018-10-26 18:31:00,347252.9531457488,673674.6976716352
2018-10-26 18:32:00,347253.2083545008,673675.4171800137
2018-10-26 18:33:00,347253.471095732,673676.1084734473
2018-10-26 18:34:00,347253.7225599552,673676.7707268137
2018-10-26 18:35:00,347253.9812495232,673677.4167724777
2018-10-26 18:36:00,347254.2283369816,673678.041267848
2018-10-26 18:37:00,347254.4702234752,673678.6240322032
2018-10-26 18:38:00,347254.7097154904,673679.2026812417
2018-10-26 18:39:00,347254.9508547768,673679.793590172
2018-10-26 18:40:00,347255.2009577857,673680.4148037919
2018-10-26 18:41:00,347255.4696280496,673681.0372846168
2018-10-26 18:42:00,347255.746467276,673681.6269508856
2018-10-26 18:43:00,347255.9851174208,673682.2324293425
2018-10-26 18:44:00,347256.2028407896,673682.8415877232
2018-10-26 18:45:00,347256.4461110664,673683.4571887945
2018-10-26 18:46:00,347256.68750746,673684.0956766568
2018-10-26 18:47:00,347256.9328270864,673684.7248291873
2018-10-26 18:48:00,347257.1796887016,673685.3469329583
2018-10-26 18:49:00,347257.41137024,673685.9930969912
2018-10-26 18:50:00,347257.6541247721,673686.674225496
2018-10-26 18:51:00,347257.8952010776,673687.3913578353
2018-10-26 18:52:00,347258.1387420152,673688.1339618041
2018-10-26 18:53:00,347258.3703371264,673688.8811187457
2018-10-26 18:54:00,347258.5684216696,673689.6288122953
2018-10-26 18:55:00,347258.8282223816,673690.3920021497
2018-10-26 18:56:00,347259.1129450152,673691.1624322288
2018-10-26 18:57:00,347259.3608089944,673691.883373176
2018-10-26 18:58:00,347259.6244127824,673692.5795495089
2018-10-26 18:59:00,347259.9014333976,673693.2407539512
