timestamp,temperature,humidity
2018-11-06 11:20:00,14.0,90.3
2018-11-06 11:30:00,13.7,89.0
2018-11-06 11:40:00,13.9,89.3
2018-11-06 11:50:00,14.0,89.0
2018-11-06 12:00:00,13.9,88.4
2018-11-06 12:10:00,14.2,87.4
2018-11-06 12:20:00,14.3,86.5
2018-11-06 12:30:00,14.3,88.0
2018-11-06 12:40:00,14.2,87.3
2018-11-06 12:50:00,14.5,85.1
2018-11-06 13:00:00,14.5,85.5
2018-11-06 13:10:00,14.5,84.0
2018-11-06 13:20:00,14.4,82.0
2018-11-06 13:30:00,14.6,82.1
2018-11-06 13:40:00,14.6,84.4
2018-11-06 13:50:00,14.5,85.2
2018-11-06 14:00:00,14.5,85.4
2018-11-06 14:10:00,14.5,87.0
2018-11-06 14:20:00,14.4,88.8
2018-11-06 14:30:00,14.4,87.7
2018-11-06 14:40:00,14.3,89.2
2018-11-06 14:50:00,14.2,91.1
2018-11-06 15:00:00,14.0,93.5
2018-11-06 15:10:00,13.8,95.2
2018-11-06 15:20:00,13.6,95.9
2018-11-06 15:30:00,13.5,96.2
2018-11-06 15:40:00,13.4,96.0
2018-11-06 15:50:00,13.3,96.3
2018-11-06 16:00:00,13.4,96.4
2018-11-06 16:10:00,13.2,97.1
2018-11-06 16:20:00,13.1,98.1
2018-11-06 16:30:00,13.1,98.1
2018-11-06 16:40:00,13.1,98.1
2018-11-06 16:50:00,13.0,98.6
2018-11-06 17:00:00,13.0,98.6
2018-11-06 17:10:00,13.0,98.6
2018-11-06 17:20:00,12.9,98.9
2018-11-06 17:30:00,12.9,99.2
2018-11-06 17:40:00,12.8,99.2
2018-11-06 17:50:00,12.8,99.1
2018-11-06 18:00:00,12.7,99.2
2018-11-06 18:10:00,12.7,99.2
2018-11-06 18:20:00,12.7,99.0
2018-11-06 18:30:00,12.7,99.0
2018-11-06 18:40:00,12.7,98.8
2018-11-06 18:50:00,12.7,98.6
2018-11-06 19:00:00,12.7,98.7
2018-11-06 19:10:00,12.6,99.0
2018-11-06 19:20:00,12.6,99.0
2018-11-06 19:30:00,12.6,98.9
2018-11-06 19:40:00,12.6,99.0
2018-11-06 19:50:00,12.6,99.2
2018-11-06 20:00:00,12.6,99.0
2018-11-06 20:10:00,12.5,99.3
2018-11-06 20:20:00,12.6,99.2
2018-11-06 20:30:00,12.6,99.1
2018-11-06 20:40:00,12.5,99.2
2018-11-06 20:50:00,12.6,99.1
2018-11-06 21:00:00,12.5,99.0
2018-11-06 21:10:00,12.5,98.9
2018-11-06 21:20:00,12.5,99.0
2018-11-06 21:30:00,12.5,99.0
2018-11-06 21:40:00,12.3,99.5
2018-11-06 21:50:00,12.3,99.8
2018-11-06 22:00:00,12.3,99.9
2018-11-06 22:10:00,12.2,100.0
2018-11-06 22:20:00,12.2,100.0
2018-11-06 22:30:00,12.2,100.0
2018-11-06 22:40:00,12.2,100.0
2018-11-06 22:50:00,12.3,100.0
2018-11-06 23:00:00,12.3,99.8
2018-11-06 23:10:00,12.4,99.4
2018-11-06 23:20:00,12.5,98.9
2018-11-06 23:30:00,12.4,99.1
2018-11-06 23:40:00,12.5,99.0
2018-11-06 23:50:00,12.5,98.7
2018-11-07 00:00:00,12.5,99.2
2018-11-07 00:10:00,12.6,98.7
2018-11-07 00:20:00,12.7,98.5
2018-11-07 00:30:00,12.7,98.5
2018-11-07 00:40:00,12.7,98.4
2018-11-07 00:50:00,12.6,98.4
2018-11-07 01:00:00,12.6,98.7
2018-11-07 01:10:00,12.6,98.7
2018-11-07 01:20:00,12.6,98.7
2018-11-07 01:30:00,12.5,98.9
2018-11-07 01:40:00,12.6,98.7
2018-11-07 01:50:00,12.5,98.6
2018-11-07 02:00:00,12.3,99.3
2018-11-07 02:10:00,12.4,99.3
2018-11-07 02:20:00,12.4,99.3
2018-11-07 02:30:00,12.3,99.4
2018-11-07 02:40:00,12.3,99.5
2018-11-07 02:50:00,12.2,99.4
2018-11-07 03:00:00,12.2,99.6
2018-11-07 03:10:00,12.2,99.2
2018-11-07 03:20:00,12.2,99.3
2018-11-07 03:30:00,12.1,99.1
2018-11-07 03:40:00,12.1,99.2
2018-11-07 03:50:00,12.0,99.3
2018-11-07 04:00:00,12.1,99.1
2018-11-07 04:10:00,11.7,99.4
2018-11-07 04:20:00,12.0,99.5
2018-11-07 04:30:00,12.2,98.6
2018-11-07 04:40:00,12.2,98.0
2018-11-07 04:50:00,11.8,98.5
2018-11-07 05:00:00,11.8,99.0
2018-11-07 05:10:00,11.6,99.3
2018-11-07 05:20:00,11.7,99.3
2018-11-07 05:30:00,11.5,99.4
2018-11-07 05:40:00,11.8,99.5
2018-11-07 05:50:00,11.9,99.2
2018-11-07 06:00:00,11.9,99.3
2018-11-07 06:10:00,12.1,98.2
2018-11-07 06:20:00,12.1,98.1
2018-11-07 06:30:00,12.1,98.8
2018-11-07 06:40:00,12.0,98.9
2018-11-07 06:50:00,12.0,99.1
2018-11-07 07:00:00,12.0,99.1
2018-11-07 07:10:00,12.0,99.0
2018-11-07 07:20:00,12.2,98.0
2018-11-07 07:30:00,12.4,96.6
2018-11-07 07:40:00,12.6,94.9
2018-11-07 07:50:00,12.6,94.3
2018-11-07 08:00:00,12.6,95.9
2018-11-07 08:10:00,12.4,97.1
2018-11-07 08:20:00,12.4,97.9
2018-11-07 08:30:00,12.3,98.8
2018-11-07 08:40:00,12.2,98.8
2018-11-07 08:50:00,12.3,98.7
2018-11-07 09:00:00,12.5,98.3
2018-11-07 09:10:00,12.5,97.7
2018-11-07 09:20:00,12.6,97.0
2018-11-07 09:30:00,12.8,95.3
2018-11-07 09:40:00,12.8,95.6
2018-11-07 09:50:00,12.8,94.4
2018-11-07 10:00:00,12.9,94.4
2018-11-07 10:10:00,12.9,94.3
2018-11-07 10:20:00,12.9,95.0
2018-11-07 10:30:00,12.9,95.3
2018-11-07 10:40:00,12.9,94.6
2018-11-07 10:50:00,12.9,94.5
2018-11-07 11:00:00,13.0,93.5
2018-11-07 11:10:00,13.1,93.9
2018-11-07 11:20:00,13.1,94.1
2018-11-07 11:30:00,13.1,94.8
2018-11-07 11:40:00,13.1,93.7
2018-11-07 11:50:00,13.1,93.4
2018-11-07 12:00:00,13.2,91.7
2018-11-07 12:10:00,13.2,92.5
2018-11-07 12:20:00,13.3,89.5
2018-11-07 12:30:00,13.4,91.3
2018-11-07 12:40:00,13.4,90.8
2018-11-07 12:50:00,13.4,92.3
2018-11-07 13:00:00,13.4,91.5
2018-11-07 13:10:00,13.4,91.5
2018-11-07 13:20:00,13.4,92.3
2018-11-07 13:30:00,13.6,91.1
2018-11-07 13:40:00,13.6,89.7
2018-11-07 13:50:00,13.8,87.9
2018-11-07 14:00:00,13.8,88.7
2018-11-07 14:10:00,13.8,92.6
2018-11-07 14:20:00,13.6,94.8
2018-11-07 14:30:00,13.4,94.8
2018-11-07 14:40:00,13.5,94.7
2018-11-07 14:50:00,13.4,94.5
2018-11-07 15:00:00,13.4,94.0
2018-11-07 15:10:00,13.4,94.1
2018-11-07 15:20:00,13.2,95.4
2018-11-07 15:30:00,13.1,96.3
2018-11-07 15:40:00,13.1,96.7
2018-11-07 15:50:00,13.0,96.8
2018-11-07 16:00:00,13.0,97.1
2018-11-07 16:10:00,12.9,96.8
2018-11-07 16:20:00,12.9,96.7
2018-11-07 16:30:00,12.8,97.4
2018-11-07 16:40:00,12.7,97.7
2018-11-07 16:50:00,12.8,97.3
2018-11-07 17:00:00,12.8,97.4
2018-11-07 17:10:00,12.6,98.3
2018-11-07 17:20:00,12.6,98.7
2018-11-07 17:30:00,12.4,98.3
2018-11-07 17:40:00,12.5,99.1
2018-11-07 17:50:00,12.7,98.2
2018-11-07 18:00:00,12.6,98.3
2018-11-07 18:10:00,12.5,98.1
2018-11-07 18:20:00,12.6,98.1
2018-11-07 18:30:00,12.5,97.8
2018-11-07 18:40:00,12.3,98.3
2018-11-07 18:50:00,12.1,98.6
2018-11-07 19:00:00,12.0,99.0
2018-11-07 19:10:00,12.1,98.8
2018-11-07 19:20:00,11.8,98.3
2018-11-07 19:30:00,11.5,99.1
2018-11-07 19:40:00,11.5,99.4
2018-11-07 19:50:00,11.6,99.3
2018-11-07 20:00:00,11.1,99.2
2018-11-07 20:10:00,11.2,99.9
2018-11-07 20:20:00,11.1,99.8
2018-11-07 20:30:00,11.1,99.8
2018-11-07 20:40:00,11.4,99.6
2018-11-07 20:50:00,11.3,99.3
2018-11-07 21:00:00,11.2,99.7
2018-11-07 21:10:00,11.3,100.0
2018-11-07 21:20:00,11.3,100.0
2018-11-07 21:30:00,11.0,100.0
2018-11-07 21:40:00,11.0,100.0
2018-11-07 21:50:00,11.0,100.0
2018-11-07 22:00:00,10.8,99.8
2018-11-07 22:10:00,10.8,100.0
2018-11-07 22:20:00,11.3,100.0
2018-11-07 22:30:00,11.3,99.5
2018-11-07 22:40:00,11.0,99.6
2018-11-07 22:50:00,11.0,99.8
2018-11-07 23:00:00,10.9,99.9
2018-11-07 23:10:00,10.5,99.9
2018-11-07 23:20:00,10.5,100.0
2018-11-07 23:30:00,10.6,100.0
2018-11-07 23:40:00,10.6,100.0
2018-11-07 23:50:00,10.6,100.0
2018-11-08 00:00:00,10.9,100.0
2018-11-08 00:10:00,10.9,100.0
2018-11-08 00:20:00,10.8,100.0
2018-11-08 00:30:00,10.7,100.0
2018-11-08 00:40:00,11.1,99.9
2018-11-08 00:50:00,10.9,99.5
2018-11-08 01:00:00,10.7,99.7
2018-11-08 01:10:00,10.8,99.8
2018-11-08 01:20:00,10.7,99.9
2018-11-08 01:30:00,10.9,99.7
2018-11-08 01:40:00,10.8,99.4
2018-11-08 01:50:00,10.7,99.7
2018-11-08 02:00:00,10.7,99.9
2018-11-08 02:10:00,10.7,100.0
2018-11-08 02:20:00,10.9,100.0
2018-11-08 02:30:00,11.0,100.0
2018-11-08 02:40:00,10.9,100.0
2018-11-08 02:50:00,10.8,100.0
2018-11-08 03:00:00,10.7,100.0
2018-11-08 03:10:00,10.8,100.0
2018-11-08 03:20:00,10.9,100.0
2018-11-08 03:30:00,11.0,100.0
2018-11-08 03:40:00,10.9,99.9
2018-11-08 03:50:00,10.7,99.9
2018-11-08 04:00:00,10.6,100.0
2018-11-08 04:10:00,10.7,100.0
2018-11-08 04:20:00,10.7,100.0
2018-11-08 04:30:00,10.7,100.0
2018-11-08 04:40:00,10.7,100.0
2018-11-08 04:50:00,10.7,100.0
2018-11-08 05:00:00,10.7,100.0
2018-11-08 05:10:00,10.8,100.0
2018-11-08 05:20:00,10.8,100.0
2018-11-08 05:30:00,10.7,100.0
2018-11-08 05:40:00,10.7,100.0
2018-11-08 05:50:00,10.7,100.0
2018-11-08 06:00:00,10.7,100.0
2018-11-08 06:10:00,10.6,100.0
2018-11-08 06:20:00,10.5,100.0
2018-11-08 06:30:00,10.6,100.0
2018-11-08 06:40:00,10.7,100.0
2018-11-08 06:50:00,10.7,100.0
2018-11-08 07:00:00,10.8,100.0
2018-11-08 07:10:00,10.9,100.0
2018-11-08 07:20:00,11.0,100.0
2018-11-08 07:30:00,11.1,100.0
2018-11-08 07:40:00,11.3,100.0
2018-11-08 07:50:00,11.5,100.0
2018-11-08 08:00:00,11.5,100.0
2018-11-08 15:40:00,14.2,89.3
2018-11-08 15:50:00,14.4,88.0
2018-11-08 16:00:00,14.2,88.5
2018-11-08 16:10:00,14.1,89.3
2018-11-08 16:20:00,13.9,90.8
2018-11-08 16:30:00,13.8,91.0
2018-11-08 16:40:00,13.6,91.8
2018-11-08 16:50:00,13.0,94.7
2018-11-08 17:00:00,13.1,94.5
2018-11-08 17:10:00,12.9,94.6
2018-11-08 17:20:00,12.7,95.8
2018-11-08 17:30:00,12.8,95.2
2018-11-08 17:40:00,12.7,94.6
2018-11-08 17:50:00,12.5,95.8
2018-11-08 18:00:00,12.3,96.0
2018-11-08 18:10:00,12.3,95.4
2018-11-08 18:20:00,12.2,96.2
2018-11-08 18:30:00,12.0,96.8
2018-11-08 18:40:00,11.7,97.0
2018-11-08 18:50:00,11.7,97.3
2018-11-08 19:00:00,11.9,96.6
2018-11-08 19:10:00,11.9,96.7
2018-11-08 19:20:00,12.1,95.9
2018-11-08 19:30:00,12.1,95.9
2018-11-08 19:40:00,12.0,96.0
2018-11-08 19:50:00,11.9,96.7
2018-11-08 20:00:00,11.7,97.3
2018-11-08 20:10:00,11.8,97.1
2018-11-08 20:20:00,11.9,96.7
2018-11-08 20:30:00,12.4,94.6
2018-11-08 20:40:00,12.2,95.1
2018-11-08 20:50:00,12.0,96.6
2018-11-08 21:00:00,12.2,95.8
2018-11-08 21:10:00,12.1,95.7
2018-11-08 21:20:00,11.9,97.2
2018-11-08 21:30:00,12.0,96.2
2018-11-08 21:40:00,12.0,95.7
2018-11-08 21:50:00,11.8,96.7
2018-11-08 22:00:00,11.7,97.2
2018-11-08 22:10:00,12.0,95.3
2018-11-08 22:20:00,11.8,96.4
2018-11-08 22:30:00,11.6,97.3
2018-11-08 22:40:00,11.5,98.0
2018-11-08 22:50:00,11.3,98.4
2018-11-08 23:00:00,11.2,98.5
2018-11-08 23:10:00,11.2,98.6
2018-11-08 23:20:00,11.1,98.8
2018-11-08 23:30:00,11.3,98.6
2018-11-08 23:40:00,11.3,98.2
2018-11-08 23:50:00,11.3,98.5
2018-11-09 00:00:00,11.3,98.7
2018-11-09 00:10:00,11.4,98.7
2018-11-09 00:20:00,11.5,97.9
2018-11-09 00:30:00,11.6,97.8
2018-11-09 00:40:00,11.6,98.0
2018-11-09 00:50:00,11.4,97.9
2018-11-09 01:00:00,11.6,97.9
2018-11-09 01:10:00,11.7,96.8
2018-11-09 01:20:00,11.6,97.1
2018-11-09 01:30:00,11.5,97.1
2018-11-09 01:40:00,11.5,97.8
2018-11-09 01:50:00,11.5,97.5
2018-11-09 02:00:00,11.3,98.2
2018-11-09 02:10:00,11.3,98.3
2018-11-09 02:20:00,11.4,98.0
2018-11-09 02:30:00,11.4,97.8
2018-11-09 02:40:00,11.2,97.9
2018-11-09 02:50:00,11.2,98.1
2018-11-09 03:00:00,10.8,98.0
2018-11-09 03:10:00,10.5,99.0
2018-11-09 03:20:00,10.5,99.2
2018-11-09 03:30:00,10.6,99.2
2018-11-09 03:40:00,10.7,99.1
2018-11-09 03:50:00,10.7,99.2
2018-11-09 04:00:00,10.8,99.3
2018-11-09 04:10:00,10.8,99.1
2018-11-09 04:20:00,10.8,99.1
2018-11-09 04:30:00,11.0,98.8
2018-11-09 04:40:00,10.8,98.4
2018-11-09 04:50:00,10.9,98.9
2018-11-09 05:00:00,11.1,98.4
2018-11-09 05:10:00,11.0,98.3
2018-11-09 05:20:00,10.9,98.7
2018-11-09 05:30:00,10.9,98.7
2018-11-09 05:40:00,10.8,98.9
2018-11-09 05:50:00,10.7,99.1
2018-11-09 06:00:00,11.0,98.9
2018-11-09 06:10:00,11.1,98.7
2018-11-09 06:20:00,11.2,98.1
2018-11-09 06:30:00,11.1,98.2
2018-11-09 06:40:00,11.2,98.2
2018-11-09 06:50:00,11.4,97.9
2018-11-09 07:00:00,11.5,97.6
2018-11-09 07:10:00,11.4,97.4
2018-11-09 07:20:00,11.1,98.4
2018-11-09 07:30:00,10.9,99.0
2018-11-09 07:40:00,11.0,99.0
2018-11-09 07:50:00,11.1,98.9
2018-11-09 08:00:00,11.3,98.6
2018-11-09 08:10:00,11.6,97.5
2018-11-09 08:20:00,11.8,97.4
2018-11-09 08:30:00,12.0,96.5
2018-11-09 08:40:00,12.2,95.2
2018-11-09 08:50:00,12.3,96.1
2018-11-09 09:00:00,12.4,94.2
2018-11-09 09:10:00,12.6,93.0
2018-11-09 09:20:00,12.5,94.1
2018-11-09 09:30:00,12.7,93.6
2018-11-09 09:40:00,12.9,92.1
2018-11-09 09:50:00,12.9,90.7
2018-11-09 10:00:00,13.1,89.5
2018-11-09 10:10:00,13.2,89.5
2018-11-09 10:20:00,13.5,88.4
2018-11-09 10:30:00,13.6,88.4
2018-11-09 10:40:00,13.7,87.2
2018-11-09 10:50:00,13.8,83.5
2018-11-09 11:00:00,14.0,84.3
2018-11-09 11:10:00,14.1,84.0
2018-11-09 11:20:00,14.3,83.4
2018-11-09 11:30:00,14.2,85.9
2018-11-09 11:40:00,14.2,84.2
2018-11-09 11:50:00,14.3,82.9
2018-11-09 12:00:00,14.4,82.5
2018-11-09 12:10:00,14.5,83.0
2018-11-09 12:20:00,14.6,81.1
2018-11-09 12:30:00,14.8,76.5
2018-11-09 12:40:00,14.9,77.6
2018-11-09 12:50:00,15.1,78.5
2018-11-09 13:00:00,15.1,77.6
2018-11-09 13:10:00,15.3,74.8
2018-11-09 13:20:00,15.4,76.2
2018-11-09 13:30:00,15.4,77.0
2018-11-09 13:40:00,15.3,76.7
2018-11-09 13:50:00,15.2,78.2
2018-11-09 14:00:00,15.2,79.3
2018-11-09 14:10:00,15.2,80.0
2018-11-09 14:20:00,15.1,81.1
2018-11-09 14:30:00,15.0,80.2
2018-11-09 14:40:00,15.0,80.6
2018-11-09 14:50:00,14.9,80.3
2018-11-09 15:00:00,14.8,81.4
2018-11-09 15:10:00,14.7,81.5
2018-11-09 15:20:00,14.6,83.4
2018-11-09 15:30:00,14.5,83.9
2018-11-09 15:40:00,14.5,84.2
2018-11-09 15:50:00,14.2,86.5
2018-11-09 16:00:00,14.2,85.9
2018-11-09 16:10:00,14.3,83.8
2018-11-09 16:20:00,13.8,87.6
2018-11-09 16:30:00,13.6,88.5
2018-11-09 16:40:00,13.3,90.4
2018-11-09 16:50:00,13.2,91.0
2018-11-09 17:00:00,12.9,91.7
2018-11-09 17:10:00,12.8,91.4
2018-11-09 17:20:00,12.3,94.6
2018-11-09 17:30:00,12.5,93.2
2018-11-09 17:40:00,12.4,93.4
2018-11-09 17:50:00,12.3,94.0
2018-11-09 18:00:00,12.3,94.4
2018-11-09 18:10:00,12.5,93.1
2018-11-09 18:20:00,12.2,93.8
2018-11-09 18:30:00,12.1,94.6
2018-11-09 18:40:00,11.9,94.7
2018-11-09 18:50:00,11.9,94.9
2018-11-09 19:00:00,11.9,94.9
2018-11-09 19:10:00,12.2,93.0
2018-11-09 19:20:00,11.8,95.0
2018-11-09 19:30:00,11.7,95.8
2018-11-09 19:40:00,11.6,96.9
2018-11-09 19:50:00,11.6,96.8
2018-11-09 20:00:00,11.4,96.8
2018-11-09 20:10:00,11.5,96.7
2018-11-09 20:20:00,11.7,95.4
2018-11-09 20:30:00,11.4,96.2
2018-11-09 20:40:00,11.4,96.4
2018-11-09 20:50:00,11.5,96.0
2018-11-09 21:00:00,11.7,95.4
2018-11-09 21:10:00,11.3,96.7
2018-11-09 21:20:00,11.4,96.3
2018-11-09 21:30:00,11.4,96.5
2018-11-09 21:40:00,11.4,96.3
2018-11-09 21:50:00,11.1,97.0
2018-11-09 22:00:00,11.0,97.8
2018-11-09 22:10:00,11.4,96.7
